timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2023-04-14T12:55:38,codecarbon,ccc907e8-e909-48be-ae61-b36b96dd1dbf,0.0192489624023437,7.63933492577162e-09,0.0003968699593304,0.0,35.435,47.08856391906738,0,2.870565785302057e-08,8.510529394622307e-09,3.721618724764287e-08,United States,USA,california,,,Linux-5.19.0-38-generic-x86_64-with-glibc2.35,3.10.9,32,13th Gen Intel(R) Core(TM) i9-13900K,1,1 x NVIDIA GeForce RTX 4090,-121.9732,37.5281,125.56950378417967,machine,N
2023-04-14T13:36:48,codecarbon,d06762be-a27a-4603-81cf-6c6c4f43a04b,0.0059039592742919,3.2973359283896352e-09,0.000558495710285,0.0,45.463,47.08856391906738,0,1.2739098933007985e-08,3.324376817393689e-09,1.6063475750401674e-08,United States,USA,california,,,Linux-5.19.0-38-generic-x86_64-with-glibc2.35,3.10.9,32,13th Gen Intel(R) Core(TM) i9-13900K,1,1 x NVIDIA GeForce RTX 4090,-121.9732,37.5281,125.56950378417967,machine,N
2023-04-14T13:38:07,codecarbon,06e270f4-645c-4cfb-b687-7b3ffdf7c2aa,0.0220072269439697,8.262475377368491e-09,0.0003754437302984,0.0,43.06,47.08856391906738,0,3.2558442486657044e-08,7.693468675900781e-09,4.0251911162557815e-08,United States,USA,california,,,Linux-5.19.0-38-generic-x86_64-with-glibc2.35,3.10.9,32,13th Gen Intel(R) Core(TM) i9-13900K,1,1 x NVIDIA GeForce RTX 4090,-121.9732,37.5281,125.56950378417967,machine,N
2023-04-14T13:38:27,codecarbon,35d82f10-dfc0-44bf-8807-82e5a72f6bf0,0.0166261196136474,9.644478156509132e-09,0.0005800799212699,0.0,38.797,47.08856391906738,0,3.733886639277141e-08,9.645682454220153e-09,4.6984548846991563e-08,United States,USA,california,,,Linux-5.19.0-38-generic-x86_64-with-glibc2.35,3.10.9,32,13th Gen Intel(R) Core(TM) i9-13900K,1,1 x NVIDIA GeForce RTX 4090,-121.9732,37.5281,125.56950378417967,machine,N
2023-04-14T13:56:59,codecarbon,723002c8-79ec-4366-8b91-6757798475c2,0.01445460319519043,7.857989897353714e-09,0.000543632349587317,0.0,37.02300000000001,47.08856391906738,0,3.062223374843598e-08,7.659164599923921e-09,3.82813983483599e-08,United States,USA,california,,,Linux-5.19.0-38-generic-x86_64-with-glibc2.35,3.10.9,32,13th Gen Intel(R) Core(TM) i9-13900K,1,1 x NVIDIA GeForce RTX 4090,-121.9732,37.5281,125.56950378417969,machine,N
